row_id,row_name,date,items
00N,NHS SOUTH TYNESIDE CCG,2018-05-01,3294
00P,NHS SUNDERLAND CCG,2018-05-01,7157
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-05-01,3143
00R,NHS BLACKPOOL CCG,2018-05-01,4595
00T,NHS BOLTON CCG,2018-05-01,3485
00V,NHS BURY CCG,2018-05-01,2772
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-05-01,1947
00Y,NHS OLDHAM CCG,2018-05-01,4267
01A,NHS EAST LANCASHIRE CCG,2018-05-01,6717
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-05-01,3268
01E,NHS GREATER PRESTON CCG,2018-05-01,2121
01F,NHS HALTON CCG,2018-05-01,2326
01G,NHS SALFORD CCG,2018-05-01,6510
01H,NHS NORTH CUMBRIA CCG,2018-05-01,4634
01J,NHS KNOWSLEY CCG,2018-05-01,3256
01K,NHS MORECAMBE BAY CCG,2018-05-01,4962
01T,NHS SOUTH SEFTON CCG,2018-05-01,2690
01V,NHS SOUTHPORT AND FORMBY CCG,2018-05-01,2007
01W,NHS STOCKPORT CCG,2018-05-01,4130
01X,NHS ST HELENS CCG,2018-05-01,3630
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-05-01,4645
02A,NHS TRAFFORD CCG,2018-05-01,3230
02E,NHS WARRINGTON CCG,2018-05-01,1959
02G,NHS WEST LANCASHIRE CCG,2018-05-01,1810
02H,NHS WIGAN BOROUGH CCG,2018-05-01,4488
02M,NHS FYLDE AND WYRE CCG,2018-05-01,3584
02P,NHS BARNSLEY CCG,2018-05-01,4630
02Q,NHS BASSETLAW CCG,2018-05-01,1801
02T,NHS CALDERDALE CCG,2018-05-01,3037
02X,NHS DONCASTER CCG,2018-05-01,5133
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-05-01,2953
03F,NHS HULL CCG,2018-05-01,4279
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-05-01,2384
03K,NHS NORTH LINCOLNSHIRE CCG,2018-05-01,2210
03L,NHS ROTHERHAM CCG,2018-05-01,3262
03N,NHS SHEFFIELD CCG,2018-05-01,7678
03Q,NHS VALE OF YORK CCG,2018-05-01,2971
03R,NHS WAKEFIELD CCG,2018-05-01,4774
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-05-01,2670
04C,NHS LEICESTER CITY CCG,2018-05-01,2852
04V,NHS WEST LEICESTERSHIRE CCG,2018-05-01,3280
04Y,NHS CANNOCK CHASE CCG,2018-05-01,1534
05D,NHS EAST STAFFORDSHIRE CCG,2018-05-01,1422
05G,NHS NORTH STAFFORDSHIRE CCG,2018-05-01,2891
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-05-01,2396
05V,NHS STAFFORD AND SURROUNDS CCG,2018-05-01,1538
05W,NHS STOKE ON TRENT CCG,2018-05-01,4787
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-05-01,10287
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-05-01,5268
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-05-01,4961
06N,NHS HERTS VALLEYS CCG,2018-05-01,4921
06Q,NHS MID ESSEX CCG,2018-05-01,3037
06T,NHS NORTH EAST ESSEX CCG,2018-05-01,3905
07G,NHS THURROCK CCG,2018-05-01,1402
07H,NHS WEST ESSEX CCG,2018-05-01,1971
07K,NHS WEST SUFFOLK CCG,2018-05-01,3179
09D,NHS BRIGHTON AND HOVE CCG,2018-05-01,4377
10Q,NHS OXFORDSHIRE CCG,2018-05-01,6160
10R,NHS PORTSMOUTH CCG,2018-05-01,1989
11J,NHS DORSET CCG,2018-05-01,6868
11M,NHS GLOUCESTERSHIRE CCG,2018-05-01,6361
11N,NHS KERNOW CCG,2018-05-01,6440
11X,NHS SOMERSET CCG,2018-05-01,5618
12F,NHS WIRRAL CCG,2018-05-01,5164
13T,NHS NEWCASTLE GATESHEAD CCG,2018-05-01,10600
14L,NHS MANCHESTER CCG,2018-05-01,7960
14Y,NHS BUCKINGHAMSHIRE CCG,2018-05-01,3907
15A,NHS BERKSHIRE WEST CCG,2018-05-01,3363
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-05-01,8734
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-05-01,10137
15F,NHS LEEDS CCG,2018-05-01,7093
15M,NHS DERBY AND DERBYSHIRE CCG,2018-05-01,13966
15N,NHS DEVON CCG,2018-05-01,12738
16C,NHS TEES VALLEY CCG,2018-05-01,13619
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-05-01,8166
26A,NHS NORFOLK AND WAVENEY CCG,2018-05-01,15908
27D,NHS CHESHIRE CCG,2018-05-01,9379
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-05-01,7594
36L,NHS SOUTH WEST LONDON CCG,2018-05-01,9202
42D,NHS NORTH YORKSHIRE CCG,2018-05-01,4112
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-05-01,10963
70F,NHS WEST SUSSEX CCG,2018-05-01,6809
71E,NHS LINCOLNSHIRE CCG,2018-05-01,11451
72Q,NHS SOUTH EAST LONDON CCG,2018-05-01,14358
78H,NHS NORTHAMPTONSHIRE CCG,2018-05-01,9539
84H,NHS COUNTY DURHAM CCG,2018-05-01,13523
91Q,NHS KENT AND MEDWAY CCG,2018-05-01,19151
92A,NHS SURREY HEARTLANDS CCG,2018-05-01,4883
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-05-01,9346
93C,NHS NORTH CENTRAL LONDON CCG,2018-05-01,11774
97R,NHS EAST SUSSEX CCG,2018-05-01,7170
99A,NHS LIVERPOOL CCG,2018-05-01,8711
99C,NHS NORTH TYNESIDE CCG,2018-05-01,4882
99E,NHS BASILDON AND BRENTWOOD CCG,2018-05-01,2075
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-05-01,1318
99G,NHS SOUTHEND CCG,2018-05-01,1156
A3A8R,NHS NORTH EAST LONDON CCG,2018-05-01,11250
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-05-01,10219
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-05-01,15329
D4U1Y,NHS FRIMLEY CCG,2018-05-01,4543
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-05-01,12605
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-05-01,9205
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-05-01,4154
W2U3Z,NHS NORTH WEST LONDON CCG,2018-05-01,11039
X2C4Y,NHS KIRKLEES CCG,2018-05-01,4941
00L,NHS NORTHUMBERLAND CCG,2018-06-01,7156
00N,NHS SOUTH TYNESIDE CCG,2018-06-01,3172
00P,NHS SUNDERLAND CCG,2018-06-01,7096
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-06-01,3022
00R,NHS BLACKPOOL CCG,2018-06-01,4655
00T,NHS BOLTON CCG,2018-06-01,3459
00V,NHS BURY CCG,2018-06-01,2663
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-06-01,1877
00Y,NHS OLDHAM CCG,2018-06-01,3979
01A,NHS EAST LANCASHIRE CCG,2018-06-01,6625
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-06-01,3248
01E,NHS GREATER PRESTON CCG,2018-06-01,2127
01F,NHS HALTON CCG,2018-06-01,2394
01G,NHS SALFORD CCG,2018-06-01,6166
01H,NHS NORTH CUMBRIA CCG,2018-06-01,4435
01J,NHS KNOWSLEY CCG,2018-06-01,3118
01K,NHS MORECAMBE BAY CCG,2018-06-01,4804
01T,NHS SOUTH SEFTON CCG,2018-06-01,2485
01V,NHS SOUTHPORT AND FORMBY CCG,2018-06-01,1911
01W,NHS STOCKPORT CCG,2018-06-01,4042
01X,NHS ST HELENS CCG,2018-06-01,3571
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-06-01,4498
02A,NHS TRAFFORD CCG,2018-06-01,3117
02E,NHS WARRINGTON CCG,2018-06-01,1964
02G,NHS WEST LANCASHIRE CCG,2018-06-01,1645
02H,NHS WIGAN BOROUGH CCG,2018-06-01,4490
02M,NHS FYLDE AND WYRE CCG,2018-06-01,3479
02P,NHS BARNSLEY CCG,2018-06-01,4502
02Q,NHS BASSETLAW CCG,2018-06-01,1765
02T,NHS CALDERDALE CCG,2018-06-01,2932
02X,NHS DONCASTER CCG,2018-06-01,5068
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-06-01,2949
03F,NHS HULL CCG,2018-06-01,4382
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-06-01,2378
03K,NHS NORTH LINCOLNSHIRE CCG,2018-06-01,2045
03L,NHS ROTHERHAM CCG,2018-06-01,3270
03N,NHS SHEFFIELD CCG,2018-06-01,7405
03Q,NHS VALE OF YORK CCG,2018-06-01,2927
03R,NHS WAKEFIELD CCG,2018-06-01,4728
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-06-01,2552
04C,NHS LEICESTER CITY CCG,2018-06-01,2859
04V,NHS WEST LEICESTERSHIRE CCG,2018-06-01,3388
04Y,NHS CANNOCK CHASE CCG,2018-06-01,1588
05D,NHS EAST STAFFORDSHIRE CCG,2018-06-01,1483
05G,NHS NORTH STAFFORDSHIRE CCG,2018-06-01,2931
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-06-01,2384
05V,NHS STAFFORD AND SURROUNDS CCG,2018-06-01,1520
05W,NHS STOKE ON TRENT CCG,2018-06-01,4762
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-06-01,9944
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-06-01,5284
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-06-01,4809
06N,NHS HERTS VALLEYS CCG,2018-06-01,4839
06Q,NHS MID ESSEX CCG,2018-06-01,3039
06T,NHS NORTH EAST ESSEX CCG,2018-06-01,3969
07G,NHS THURROCK CCG,2018-06-01,1523
07H,NHS WEST ESSEX CCG,2018-06-01,1908
07K,NHS WEST SUFFOLK CCG,2018-06-01,2993
09D,NHS BRIGHTON AND HOVE CCG,2018-06-01,4115
10Q,NHS OXFORDSHIRE CCG,2018-06-01,5886
10R,NHS PORTSMOUTH CCG,2018-06-01,2003
11J,NHS DORSET CCG,2018-06-01,6632
11M,NHS GLOUCESTERSHIRE CCG,2018-06-01,6354
11N,NHS KERNOW CCG,2018-06-01,6301
11X,NHS SOMERSET CCG,2018-06-01,5551
12F,NHS WIRRAL CCG,2018-06-01,5111
13T,NHS NEWCASTLE GATESHEAD CCG,2018-06-01,10167
14L,NHS MANCHESTER CCG,2018-06-01,7701
14Y,NHS BUCKINGHAMSHIRE CCG,2018-06-01,3779
15A,NHS BERKSHIRE WEST CCG,2018-06-01,3184
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-06-01,8477
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-06-01,9874
15F,NHS LEEDS CCG,2018-06-01,6952
15M,NHS DERBY AND DERBYSHIRE CCG,2018-06-01,13668
15N,NHS DEVON CCG,2018-06-01,12497
16C,NHS TEES VALLEY CCG,2018-06-01,13354
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-06-01,7959
26A,NHS NORFOLK AND WAVENEY CCG,2018-06-01,15314
27D,NHS CHESHIRE CCG,2018-06-01,9396
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-06-01,7343
36L,NHS SOUTH WEST LONDON CCG,2018-06-01,8948
42D,NHS NORTH YORKSHIRE CCG,2018-06-01,4040
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-06-01,11139
70F,NHS WEST SUSSEX CCG,2018-06-01,6762
71E,NHS LINCOLNSHIRE CCG,2018-06-01,11236
72Q,NHS SOUTH EAST LONDON CCG,2018-06-01,14177
78H,NHS NORTHAMPTONSHIRE CCG,2018-06-01,9404
84H,NHS COUNTY DURHAM CCG,2018-06-01,13237
91Q,NHS KENT AND MEDWAY CCG,2018-06-01,18802
92A,NHS SURREY HEARTLANDS CCG,2018-06-01,5026
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-06-01,9136
93C,NHS NORTH CENTRAL LONDON CCG,2018-06-01,11621
97R,NHS EAST SUSSEX CCG,2018-06-01,7173
99A,NHS LIVERPOOL CCG,2018-06-01,8664
99C,NHS NORTH TYNESIDE CCG,2018-06-01,4692
99E,NHS BASILDON AND BRENTWOOD CCG,2018-06-01,1885
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-06-01,1255
99G,NHS SOUTHEND CCG,2018-06-01,1143
A3A8R,NHS NORTH EAST LONDON CCG,2018-06-01,11053
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-06-01,9629
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-06-01,15063
D4U1Y,NHS FRIMLEY CCG,2018-06-01,4459
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-06-01,12439
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-06-01,9132
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-06-01,3920
W2U3Z,NHS NORTH WEST LONDON CCG,2018-06-01,10959
X2C4Y,NHS KIRKLEES CCG,2018-06-01,4820
00L,NHS NORTHUMBERLAND CCG,2018-07-01,7006
00N,NHS SOUTH TYNESIDE CCG,2018-07-01,3154
00P,NHS SUNDERLAND CCG,2018-07-01,7115
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-07-01,3159
00R,NHS BLACKPOOL CCG,2018-07-01,4802
00T,NHS BOLTON CCG,2018-07-01,3439
00V,NHS BURY CCG,2018-07-01,2700
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-07-01,2011
00Y,NHS OLDHAM CCG,2018-07-01,4137
01A,NHS EAST LANCASHIRE CCG,2018-07-01,6577
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-07-01,3265
01E,NHS GREATER PRESTON CCG,2018-07-01,2257
01F,NHS HALTON CCG,2018-07-01,2327
01G,NHS SALFORD CCG,2018-07-01,6520
01H,NHS NORTH CUMBRIA CCG,2018-07-01,4607
01J,NHS KNOWSLEY CCG,2018-07-01,3125
01K,NHS MORECAMBE BAY CCG,2018-07-01,5013
01T,NHS SOUTH SEFTON CCG,2018-07-01,2643
01V,NHS SOUTHPORT AND FORMBY CCG,2018-07-01,2031
01W,NHS STOCKPORT CCG,2018-07-01,4102
01X,NHS ST HELENS CCG,2018-07-01,3610
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-07-01,4356
02A,NHS TRAFFORD CCG,2018-07-01,3141
02E,NHS WARRINGTON CCG,2018-07-01,2007
02G,NHS WEST LANCASHIRE CCG,2018-07-01,1839
02H,NHS WIGAN BOROUGH CCG,2018-07-01,4551
02M,NHS FYLDE AND WYRE CCG,2018-07-01,3450
02P,NHS BARNSLEY CCG,2018-07-01,4500
02Q,NHS BASSETLAW CCG,2018-07-01,1782
02T,NHS CALDERDALE CCG,2018-07-01,2963
02X,NHS DONCASTER CCG,2018-07-01,5049
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-07-01,2984
03F,NHS HULL CCG,2018-07-01,4313
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-07-01,2321
03K,NHS NORTH LINCOLNSHIRE CCG,2018-07-01,2223
03L,NHS ROTHERHAM CCG,2018-07-01,3253
03N,NHS SHEFFIELD CCG,2018-07-01,7435
03Q,NHS VALE OF YORK CCG,2018-07-01,2950
03R,NHS WAKEFIELD CCG,2018-07-01,4582
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-07-01,2545
04C,NHS LEICESTER CITY CCG,2018-07-01,2901
04V,NHS WEST LEICESTERSHIRE CCG,2018-07-01,3129
04Y,NHS CANNOCK CHASE CCG,2018-07-01,1555
05D,NHS EAST STAFFORDSHIRE CCG,2018-07-01,1394
05G,NHS NORTH STAFFORDSHIRE CCG,2018-07-01,2892
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-07-01,2345
05V,NHS STAFFORD AND SURROUNDS CCG,2018-07-01,1562
05W,NHS STOKE ON TRENT CCG,2018-07-01,4671
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-07-01,9808
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-07-01,5269
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-07-01,4813
06N,NHS HERTS VALLEYS CCG,2018-07-01,4903
06Q,NHS MID ESSEX CCG,2018-07-01,3051
06T,NHS NORTH EAST ESSEX CCG,2018-07-01,3968
07G,NHS THURROCK CCG,2018-07-01,1496
07H,NHS WEST ESSEX CCG,2018-07-01,1968
07K,NHS WEST SUFFOLK CCG,2018-07-01,3112
09D,NHS BRIGHTON AND HOVE CCG,2018-07-01,4471
10Q,NHS OXFORDSHIRE CCG,2018-07-01,6218
10R,NHS PORTSMOUTH CCG,2018-07-01,2033
11J,NHS DORSET CCG,2018-07-01,6781
11M,NHS GLOUCESTERSHIRE CCG,2018-07-01,6269
11N,NHS KERNOW CCG,2018-07-01,6392
11X,NHS SOMERSET CCG,2018-07-01,5441
12F,NHS WIRRAL CCG,2018-07-01,5209
13T,NHS NEWCASTLE GATESHEAD CCG,2018-07-01,10278
14L,NHS MANCHESTER CCG,2018-07-01,7836
14Y,NHS BUCKINGHAMSHIRE CCG,2018-07-01,3748
15A,NHS BERKSHIRE WEST CCG,2018-07-01,3289
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-07-01,8606
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-07-01,9796
15F,NHS LEEDS CCG,2018-07-01,7146
15M,NHS DERBY AND DERBYSHIRE CCG,2018-07-01,13776
15N,NHS DEVON CCG,2018-07-01,12758
16C,NHS TEES VALLEY CCG,2018-07-01,13456
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-07-01,7936
26A,NHS NORFOLK AND WAVENEY CCG,2018-07-01,15705
27D,NHS CHESHIRE CCG,2018-07-01,9508
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-07-01,7379
36L,NHS SOUTH WEST LONDON CCG,2018-07-01,8904
42D,NHS NORTH YORKSHIRE CCG,2018-07-01,4068
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-07-01,11142
70F,NHS WEST SUSSEX CCG,2018-07-01,6886
71E,NHS LINCOLNSHIRE CCG,2018-07-01,11555
72Q,NHS SOUTH EAST LONDON CCG,2018-07-01,14547
78H,NHS NORTHAMPTONSHIRE CCG,2018-07-01,9544
84H,NHS COUNTY DURHAM CCG,2018-07-01,13174
91Q,NHS KENT AND MEDWAY CCG,2018-07-01,18930
92A,NHS SURREY HEARTLANDS CCG,2018-07-01,4851
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-07-01,9431
93C,NHS NORTH CENTRAL LONDON CCG,2018-07-01,12018
97R,NHS EAST SUSSEX CCG,2018-07-01,7244
99A,NHS LIVERPOOL CCG,2018-07-01,8591
99C,NHS NORTH TYNESIDE CCG,2018-07-01,4627
99E,NHS BASILDON AND BRENTWOOD CCG,2018-07-01,1977
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-07-01,1226
99G,NHS SOUTHEND CCG,2018-07-01,1088
A3A8R,NHS NORTH EAST LONDON CCG,2018-07-01,11423
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-07-01,9829
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-07-01,15414
D4U1Y,NHS FRIMLEY CCG,2018-07-01,4603
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-07-01,12515
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-07-01,8956
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-07-01,4219
W2U3Z,NHS NORTH WEST LONDON CCG,2018-07-01,11104
X2C4Y,NHS KIRKLEES CCG,2018-07-01,4926
00L,NHS NORTHUMBERLAND CCG,2018-08-01,7381
00N,NHS SOUTH TYNESIDE CCG,2018-08-01,3014
00P,NHS SUNDERLAND CCG,2018-08-01,7465
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-08-01,3169
00R,NHS BLACKPOOL CCG,2018-08-01,4799
00T,NHS BOLTON CCG,2018-08-01,3622
00V,NHS BURY CCG,2018-08-01,2764
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-08-01,2008
00Y,NHS OLDHAM CCG,2018-08-01,4161
01A,NHS EAST LANCASHIRE CCG,2018-08-01,6789
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-08-01,3517
01E,NHS GREATER PRESTON CCG,2018-08-01,2313
01F,NHS HALTON CCG,2018-08-01,2424
01G,NHS SALFORD CCG,2018-08-01,6632
01H,NHS NORTH CUMBRIA CCG,2018-08-01,4625
01J,NHS KNOWSLEY CCG,2018-08-01,3255
01K,NHS MORECAMBE BAY CCG,2018-08-01,5061
01T,NHS SOUTH SEFTON CCG,2018-08-01,2686
01V,NHS SOUTHPORT AND FORMBY CCG,2018-08-01,2047
01W,NHS STOCKPORT CCG,2018-08-01,4100
01X,NHS ST HELENS CCG,2018-08-01,3672
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-08-01,4707
02A,NHS TRAFFORD CCG,2018-08-01,3249
02E,NHS WARRINGTON CCG,2018-08-01,1991
02G,NHS WEST LANCASHIRE CCG,2018-08-01,1842
02H,NHS WIGAN BOROUGH CCG,2018-08-01,4698
02M,NHS FYLDE AND WYRE CCG,2018-08-01,3624
02P,NHS BARNSLEY CCG,2018-08-01,4890
02Q,NHS BASSETLAW CCG,2018-08-01,1723
02T,NHS CALDERDALE CCG,2018-08-01,3086
02X,NHS DONCASTER CCG,2018-08-01,5289
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-08-01,3120
03F,NHS HULL CCG,2018-08-01,4557
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-08-01,2399
03K,NHS NORTH LINCOLNSHIRE CCG,2018-08-01,2159
03L,NHS ROTHERHAM CCG,2018-08-01,3378
03N,NHS SHEFFIELD CCG,2018-08-01,7836
03Q,NHS VALE OF YORK CCG,2018-08-01,3065
03R,NHS WAKEFIELD CCG,2018-08-01,4968
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-08-01,2648
04C,NHS LEICESTER CITY CCG,2018-08-01,2950
04V,NHS WEST LEICESTERSHIRE CCG,2018-08-01,3482
04Y,NHS CANNOCK CHASE CCG,2018-08-01,1658
05D,NHS EAST STAFFORDSHIRE CCG,2018-08-01,1487
05G,NHS NORTH STAFFORDSHIRE CCG,2018-08-01,3020
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-08-01,2444
05V,NHS STAFFORD AND SURROUNDS CCG,2018-08-01,1543
05W,NHS STOKE ON TRENT CCG,2018-08-01,5092
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-08-01,10494
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-08-01,5393
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-08-01,5076
06N,NHS HERTS VALLEYS CCG,2018-08-01,5087
06Q,NHS MID ESSEX CCG,2018-08-01,3125
06T,NHS NORTH EAST ESSEX CCG,2018-08-01,4040
07G,NHS THURROCK CCG,2018-08-01,1545
07H,NHS WEST ESSEX CCG,2018-08-01,1901
07K,NHS WEST SUFFOLK CCG,2018-08-01,3091
09D,NHS BRIGHTON AND HOVE CCG,2018-08-01,4434
10Q,NHS OXFORDSHIRE CCG,2018-08-01,6201
10R,NHS PORTSMOUTH CCG,2018-08-01,1997
11J,NHS DORSET CCG,2018-08-01,6907
11M,NHS GLOUCESTERSHIRE CCG,2018-08-01,6446
11N,NHS KERNOW CCG,2018-08-01,6495
11X,NHS SOMERSET CCG,2018-08-01,5598
12F,NHS WIRRAL CCG,2018-08-01,5517
13T,NHS NEWCASTLE GATESHEAD CCG,2018-08-01,10922
14L,NHS MANCHESTER CCG,2018-08-01,8066
14Y,NHS BUCKINGHAMSHIRE CCG,2018-08-01,3924
15A,NHS BERKSHIRE WEST CCG,2018-08-01,3253
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-08-01,8795
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-08-01,10366
15F,NHS LEEDS CCG,2018-08-01,7225
15M,NHS DERBY AND DERBYSHIRE CCG,2018-08-01,14053
15N,NHS DEVON CCG,2018-08-01,12882
16C,NHS TEES VALLEY CCG,2018-08-01,13796
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-08-01,8402
26A,NHS NORFOLK AND WAVENEY CCG,2018-08-01,16061
27D,NHS CHESHIRE CCG,2018-08-01,9826
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-08-01,7804
36L,NHS SOUTH WEST LONDON CCG,2018-08-01,9205
42D,NHS NORTH YORKSHIRE CCG,2018-08-01,4322
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-08-01,11315
70F,NHS WEST SUSSEX CCG,2018-08-01,6881
71E,NHS LINCOLNSHIRE CCG,2018-08-01,11755
72Q,NHS SOUTH EAST LONDON CCG,2018-08-01,14531
78H,NHS NORTHAMPTONSHIRE CCG,2018-08-01,9534
84H,NHS COUNTY DURHAM CCG,2018-08-01,13913
91Q,NHS KENT AND MEDWAY CCG,2018-08-01,19471
92A,NHS SURREY HEARTLANDS CCG,2018-08-01,5058
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-08-01,9320
93C,NHS NORTH CENTRAL LONDON CCG,2018-08-01,11706
97R,NHS EAST SUSSEX CCG,2018-08-01,7292
99A,NHS LIVERPOOL CCG,2018-08-01,8729
99C,NHS NORTH TYNESIDE CCG,2018-08-01,4839
99E,NHS BASILDON AND BRENTWOOD CCG,2018-08-01,2139
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-08-01,1321
99G,NHS SOUTHEND CCG,2018-08-01,1229
A3A8R,NHS NORTH EAST LONDON CCG,2018-08-01,11492
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-08-01,10193
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-08-01,15902
D4U1Y,NHS FRIMLEY CCG,2018-08-01,4589
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-08-01,12566
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-08-01,9427
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-08-01,4207
W2U3Z,NHS NORTH WEST LONDON CCG,2018-08-01,11225
X2C4Y,NHS KIRKLEES CCG,2018-08-01,4903
00L,NHS NORTHUMBERLAND CCG,2018-09-01,6894
00N,NHS SOUTH TYNESIDE CCG,2018-09-01,3134
00P,NHS SUNDERLAND CCG,2018-09-01,6984
