row_id,row_name,date,items
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-09-01,3454
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-09-01,4057
06N,NHS HERTS VALLEYS CCG,2017-09-01,2786
06Q,NHS MID ESSEX CCG,2017-09-01,4842
06T,NHS NORTH EAST ESSEX CCG,2017-09-01,5694
07G,NHS THURROCK CCG,2017-09-01,1346
07H,NHS WEST ESSEX CCG,2017-09-01,2212
07K,NHS WEST SUFFOLK CCG,2017-09-01,2703
09D,NHS BRIGHTON AND HOVE CCG,2017-09-01,3263
10Q,NHS OXFORDSHIRE CCG,2017-09-01,3654
10R,NHS PORTSMOUTH CCG,2017-09-01,1838
11J,NHS DORSET CCG,2017-09-01,4664
11M,NHS GLOUCESTERSHIRE CCG,2017-09-01,7017
11N,NHS KERNOW CCG,2017-09-01,7400
11X,NHS SOMERSET CCG,2017-09-01,4562
12F,NHS WIRRAL CCG,2017-09-01,3218
13T,NHS NEWCASTLE GATESHEAD CCG,2017-09-01,8881
14L,NHS MANCHESTER CCG,2017-09-01,7857
14Y,NHS BUCKINGHAMSHIRE CCG,2017-09-01,759
15A,NHS BERKSHIRE WEST CCG,2017-09-01,3458
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-09-01,9638
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-09-01,9591
15F,NHS LEEDS CCG,2017-09-01,7979
15M,NHS DERBY AND DERBYSHIRE CCG,2017-09-01,6233
15N,NHS DEVON CCG,2017-09-01,14491
16C,NHS TEES VALLEY CCG,2017-09-01,11350
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-09-01,5573
26A,NHS NORFOLK AND WAVENEY CCG,2017-09-01,14921
27D,NHS CHESHIRE CCG,2017-09-01,6966
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-09-01,4594
36L,NHS SOUTH WEST LONDON CCG,2017-09-01,10326
42D,NHS NORTH YORKSHIRE CCG,2017-09-01,4212
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-09-01,7472
70F,NHS WEST SUSSEX CCG,2017-09-01,6744
71E,NHS LINCOLNSHIRE CCG,2017-09-01,13292
72Q,NHS SOUTH EAST LONDON CCG,2017-09-01,11126
78H,NHS NORTHAMPTONSHIRE CCG,2017-09-01,5164
84H,NHS COUNTY DURHAM CCG,2017-09-01,9731
91Q,NHS KENT AND MEDWAY CCG,2017-09-01,19368
92A,NHS SURREY HEARTLANDS CCG,2017-09-01,7276
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-09-01,8255
93C,NHS NORTH CENTRAL LONDON CCG,2017-09-01,5739
97R,NHS EAST SUSSEX CCG,2017-09-01,4497
99A,NHS LIVERPOOL CCG,2017-09-01,7616
99C,NHS NORTH TYNESIDE CCG,2017-09-01,3412
99E,NHS BASILDON AND BRENTWOOD CCG,2017-09-01,2483
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-09-01,1687
99G,NHS SOUTHEND CCG,2017-09-01,2000
A3A8R,NHS NORTH EAST LONDON CCG,2017-09-01,15635
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-09-01,6026
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-09-01,11936
D4U1Y,NHS FRIMLEY CCG,2017-09-01,4374
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-09-01,13887
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-09-01,4556
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-09-01,4199
W2U3Z,NHS NORTH WEST LONDON CCG,2017-09-01,16387
X2C4Y,NHS KIRKLEES CCG,2017-09-01,5351
00L,NHS NORTHUMBERLAND CCG,2017-10-01,3834
00N,NHS SOUTH TYNESIDE CCG,2017-10-01,2371
00P,NHS SUNDERLAND CCG,2017-10-01,5292
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-10-01,1588
00R,NHS BLACKPOOL CCG,2017-10-01,1504
00T,NHS BOLTON CCG,2017-10-01,3925
00V,NHS BURY CCG,2017-10-01,2126
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-10-01,1814
00Y,NHS OLDHAM CCG,2017-10-01,3512
01A,NHS EAST LANCASHIRE CCG,2017-10-01,3506
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-10-01,3051
01E,NHS GREATER PRESTON CCG,2017-10-01,2617
01F,NHS HALTON CCG,2017-10-01,2151
01G,NHS SALFORD CCG,2017-10-01,3673
01H,NHS NORTH CUMBRIA CCG,2017-10-01,3073
01J,NHS KNOWSLEY CCG,2017-10-01,3001
01K,NHS MORECAMBE BAY CCG,2017-10-01,3200
01T,NHS SOUTH SEFTON CCG,2017-10-01,2252
01V,NHS SOUTHPORT AND FORMBY CCG,2017-10-01,1743
01W,NHS STOCKPORT CCG,2017-10-01,3433
01X,NHS ST HELENS CCG,2017-10-01,3644
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-10-01,2359
02A,NHS TRAFFORD CCG,2017-10-01,3641
02E,NHS WARRINGTON CCG,2017-10-01,2496
02G,NHS WEST LANCASHIRE CCG,2017-10-01,1302
02H,NHS WIGAN BOROUGH CCG,2017-10-01,4573
02M,NHS FYLDE AND WYRE CCG,2017-10-01,2058
02P,NHS BARNSLEY CCG,2017-10-01,4131
02Q,NHS BASSETLAW CCG,2017-10-01,1574
02T,NHS CALDERDALE CCG,2017-10-01,2546
02X,NHS DONCASTER CCG,2017-10-01,3617
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-10-01,2584
03F,NHS HULL CCG,2017-10-01,3085
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-10-01,1375
03K,NHS NORTH LINCOLNSHIRE CCG,2017-10-01,2193
03L,NHS ROTHERHAM CCG,2017-10-01,2692
03N,NHS SHEFFIELD CCG,2017-10-01,6608
03Q,NHS VALE OF YORK CCG,2017-10-01,3172
03R,NHS WAKEFIELD CCG,2017-10-01,4533
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-10-01,2550
04C,NHS LEICESTER CITY CCG,2017-10-01,2481
04V,NHS WEST LEICESTERSHIRE CCG,2017-10-01,3368
04Y,NHS CANNOCK CHASE CCG,2017-10-01,1437
05D,NHS EAST STAFFORDSHIRE CCG,2017-10-01,944
05G,NHS NORTH STAFFORDSHIRE CCG,2017-10-01,1816
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-10-01,2879
05V,NHS STAFFORD AND SURROUNDS CCG,2017-10-01,1364
05W,NHS STOKE ON TRENT CCG,2017-10-01,2631
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-10-01,6815
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-10-01,3537
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-10-01,4183
06N,NHS HERTS VALLEYS CCG,2017-10-01,3070
06Q,NHS MID ESSEX CCG,2017-10-01,5020
06T,NHS NORTH EAST ESSEX CCG,2017-10-01,6057
07G,NHS THURROCK CCG,2017-10-01,1442
07H,NHS WEST ESSEX CCG,2017-10-01,2334
07K,NHS WEST SUFFOLK CCG,2017-10-01,2963
09D,NHS BRIGHTON AND HOVE CCG,2017-10-01,3485
10Q,NHS OXFORDSHIRE CCG,2017-10-01,3872
10R,NHS PORTSMOUTH CCG,2017-10-01,1997
11J,NHS DORSET CCG,2017-10-01,4826
11M,NHS GLOUCESTERSHIRE CCG,2017-10-01,7324
11N,NHS KERNOW CCG,2017-10-01,7358
11X,NHS SOMERSET CCG,2017-10-01,4522
12F,NHS WIRRAL CCG,2017-10-01,3368
13T,NHS NEWCASTLE GATESHEAD CCG,2017-10-01,9238
14L,NHS MANCHESTER CCG,2017-10-01,8122
14Y,NHS BUCKINGHAMSHIRE CCG,2017-10-01,915
15A,NHS BERKSHIRE WEST CCG,2017-10-01,3692
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-10-01,10211
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-10-01,10111
15F,NHS LEEDS CCG,2017-10-01,8216
15M,NHS DERBY AND DERBYSHIRE CCG,2017-10-01,6583
15N,NHS DEVON CCG,2017-10-01,15151
16C,NHS TEES VALLEY CCG,2017-10-01,11734
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-10-01,5731
26A,NHS NORFOLK AND WAVENEY CCG,2017-10-01,15635
27D,NHS CHESHIRE CCG,2017-10-01,7225
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-10-01,4687
36L,NHS SOUTH WEST LONDON CCG,2017-10-01,10911
42D,NHS NORTH YORKSHIRE CCG,2017-10-01,4371
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-10-01,8042
70F,NHS WEST SUSSEX CCG,2017-10-01,6801
71E,NHS LINCOLNSHIRE CCG,2017-10-01,13459
72Q,NHS SOUTH EAST LONDON CCG,2017-10-01,11768
78H,NHS NORTHAMPTONSHIRE CCG,2017-10-01,5265
84H,NHS COUNTY DURHAM CCG,2017-10-01,9914
91Q,NHS KENT AND MEDWAY CCG,2017-10-01,19971
92A,NHS SURREY HEARTLANDS CCG,2017-10-01,7620
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-10-01,8396
93C,NHS NORTH CENTRAL LONDON CCG,2017-10-01,6062
97R,NHS EAST SUSSEX CCG,2017-10-01,4730
99A,NHS LIVERPOOL CCG,2017-10-01,8111
99C,NHS NORTH TYNESIDE CCG,2017-10-01,3477
99E,NHS BASILDON AND BRENTWOOD CCG,2017-10-01,2545
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-10-01,1752
99G,NHS SOUTHEND CCG,2017-10-01,2078
A3A8R,NHS NORTH EAST LONDON CCG,2017-10-01,16197
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-10-01,6121
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-10-01,12473
D4U1Y,NHS FRIMLEY CCG,2017-10-01,4537
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-10-01,14022
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-10-01,4798
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-10-01,4283
W2U3Z,NHS NORTH WEST LONDON CCG,2017-10-01,17275
X2C4Y,NHS KIRKLEES CCG,2017-10-01,5525
00L,NHS NORTHUMBERLAND CCG,2017-11-01,3863
00N,NHS SOUTH TYNESIDE CCG,2017-11-01,2477
00P,NHS SUNDERLAND CCG,2017-11-01,5313
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-11-01,1570
00R,NHS BLACKPOOL CCG,2017-11-01,1496
00T,NHS BOLTON CCG,2017-11-01,4031
00V,NHS BURY CCG,2017-11-01,2148
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-11-01,1883
00Y,NHS OLDHAM CCG,2017-11-01,3426
01A,NHS EAST LANCASHIRE CCG,2017-11-01,3607
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-11-01,3073
01E,NHS GREATER PRESTON CCG,2017-11-01,2561
01F,NHS HALTON CCG,2017-11-01,2158
01G,NHS SALFORD CCG,2017-11-01,3665
01H,NHS NORTH CUMBRIA CCG,2017-11-01,3074
01J,NHS KNOWSLEY CCG,2017-11-01,2907
01K,NHS MORECAMBE BAY CCG,2017-11-01,3244
01T,NHS SOUTH SEFTON CCG,2017-11-01,2315
01V,NHS SOUTHPORT AND FORMBY CCG,2017-11-01,1714
01W,NHS STOCKPORT CCG,2017-11-01,3465
01X,NHS ST HELENS CCG,2017-11-01,3509
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-11-01,2297
02A,NHS TRAFFORD CCG,2017-11-01,3665
02E,NHS WARRINGTON CCG,2017-11-01,2488
02G,NHS WEST LANCASHIRE CCG,2017-11-01,1316
02H,NHS WIGAN BOROUGH CCG,2017-11-01,4379
02M,NHS FYLDE AND WYRE CCG,2017-11-01,2045
02P,NHS BARNSLEY CCG,2017-11-01,4117
02Q,NHS BASSETLAW CCG,2017-11-01,1660
02T,NHS CALDERDALE CCG,2017-11-01,2567
02X,NHS DONCASTER CCG,2017-11-01,3700
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-11-01,2728
03F,NHS HULL CCG,2017-11-01,3148
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-11-01,1402
03K,NHS NORTH LINCOLNSHIRE CCG,2017-11-01,2057
03L,NHS ROTHERHAM CCG,2017-11-01,2612
03N,NHS SHEFFIELD CCG,2017-11-01,6494
03Q,NHS VALE OF YORK CCG,2017-11-01,3255
03R,NHS WAKEFIELD CCG,2017-11-01,4602
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-11-01,2511
04C,NHS LEICESTER CITY CCG,2017-11-01,2643
04V,NHS WEST LEICESTERSHIRE CCG,2017-11-01,3432
04Y,NHS CANNOCK CHASE CCG,2017-11-01,1457
05D,NHS EAST STAFFORDSHIRE CCG,2017-11-01,975
05G,NHS NORTH STAFFORDSHIRE CCG,2017-11-01,1828
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-11-01,2781
05V,NHS STAFFORD AND SURROUNDS CCG,2017-11-01,1376
05W,NHS STOKE ON TRENT CCG,2017-11-01,2831
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-11-01,7021
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-11-01,3608
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-11-01,4230
06N,NHS HERTS VALLEYS CCG,2017-11-01,2983
06Q,NHS MID ESSEX CCG,2017-11-01,4990
06T,NHS NORTH EAST ESSEX CCG,2017-11-01,6034
07G,NHS THURROCK CCG,2017-11-01,1426
07H,NHS WEST ESSEX CCG,2017-11-01,2319
07K,NHS WEST SUFFOLK CCG,2017-11-01,2876
09D,NHS BRIGHTON AND HOVE CCG,2017-11-01,3375
10Q,NHS OXFORDSHIRE CCG,2017-11-01,4009
10R,NHS PORTSMOUTH CCG,2017-11-01,1991
11J,NHS DORSET CCG,2017-11-01,4927
11M,NHS GLOUCESTERSHIRE CCG,2017-11-01,7470
11N,NHS KERNOW CCG,2017-11-01,7443
11X,NHS SOMERSET CCG,2017-11-01,4607
12F,NHS WIRRAL CCG,2017-11-01,3318
13T,NHS NEWCASTLE GATESHEAD CCG,2017-11-01,9034
14L,NHS MANCHESTER CCG,2017-11-01,8436
14Y,NHS BUCKINGHAMSHIRE CCG,2017-11-01,889
15A,NHS BERKSHIRE WEST CCG,2017-11-01,3514
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-11-01,10513
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-11-01,10038
15F,NHS LEEDS CCG,2017-11-01,8265
15M,NHS DERBY AND DERBYSHIRE CCG,2017-11-01,6668
15N,NHS DEVON CCG,2017-11-01,15451
16C,NHS TEES VALLEY CCG,2017-11-01,11763
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-11-01,6014
26A,NHS NORFOLK AND WAVENEY CCG,2017-11-01,15924
27D,NHS CHESHIRE CCG,2017-11-01,7110
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-11-01,4592
36L,NHS SOUTH WEST LONDON CCG,2017-11-01,11042
42D,NHS NORTH YORKSHIRE CCG,2017-11-01,4327
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-11-01,7971
70F,NHS WEST SUSSEX CCG,2017-11-01,7004
71E,NHS LINCOLNSHIRE CCG,2017-11-01,13409
72Q,NHS SOUTH EAST LONDON CCG,2017-11-01,11849
78H,NHS NORTHAMPTONSHIRE CCG,2017-11-01,5415
84H,NHS COUNTY DURHAM CCG,2017-11-01,10522
91Q,NHS KENT AND MEDWAY CCG,2017-11-01,20047
92A,NHS SURREY HEARTLANDS CCG,2017-11-01,7699
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-11-01,8690
93C,NHS NORTH CENTRAL LONDON CCG,2017-11-01,5989
97R,NHS EAST SUSSEX CCG,2017-11-01,4685
99A,NHS LIVERPOOL CCG,2017-11-01,7905
99C,NHS NORTH TYNESIDE CCG,2017-11-01,3481
99E,NHS BASILDON AND BRENTWOOD CCG,2017-11-01,2649
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-11-01,1793
99G,NHS SOUTHEND CCG,2017-11-01,2016
A3A8R,NHS NORTH EAST LONDON CCG,2017-11-01,16307
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-11-01,6325
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-11-01,12443
D4U1Y,NHS FRIMLEY CCG,2017-11-01,4513
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-11-01,14293
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-11-01,4727
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-11-01,4376
W2U3Z,NHS NORTH WEST LONDON CCG,2017-11-01,17181
X2C4Y,NHS KIRKLEES CCG,2017-11-01,5591
00L,NHS NORTHUMBERLAND CCG,2017-12-01,4067
00N,NHS SOUTH TYNESIDE CCG,2017-12-01,2269
00P,NHS SUNDERLAND CCG,2017-12-01,5257
00Q,NHS BLACKBURN WITH DARWEN CCG,2017-12-01,1723
00R,NHS BLACKPOOL CCG,2017-12-01,1680
00T,NHS BOLTON CCG,2017-12-01,3936
00V,NHS BURY CCG,2017-12-01,2039
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2017-12-01,1846
00Y,NHS OLDHAM CCG,2017-12-01,3326
01A,NHS EAST LANCASHIRE CCG,2017-12-01,3652
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2017-12-01,3028
01E,NHS GREATER PRESTON CCG,2017-12-01,2648
01F,NHS HALTON CCG,2017-12-01,2155
01G,NHS SALFORD CCG,2017-12-01,3536
01H,NHS NORTH CUMBRIA CCG,2017-12-01,3125
01J,NHS KNOWSLEY CCG,2017-12-01,2990
01K,NHS MORECAMBE BAY CCG,2017-12-01,3279
01T,NHS SOUTH SEFTON CCG,2017-12-01,2346
01V,NHS SOUTHPORT AND FORMBY CCG,2017-12-01,1714
01W,NHS STOCKPORT CCG,2017-12-01,3480
01X,NHS ST HELENS CCG,2017-12-01,3577
01Y,NHS TAMESIDE AND GLOSSOP CCG,2017-12-01,2335
02A,NHS TRAFFORD CCG,2017-12-01,3628
02E,NHS WARRINGTON CCG,2017-12-01,2558
02G,NHS WEST LANCASHIRE CCG,2017-12-01,1339
02H,NHS WIGAN BOROUGH CCG,2017-12-01,4544
02M,NHS FYLDE AND WYRE CCG,2017-12-01,2084
02P,NHS BARNSLEY CCG,2017-12-01,4090
02Q,NHS BASSETLAW CCG,2017-12-01,1643
02T,NHS CALDERDALE CCG,2017-12-01,2428
02X,NHS DONCASTER CCG,2017-12-01,3601
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2017-12-01,2683
03F,NHS HULL CCG,2017-12-01,3176
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2017-12-01,1476
03K,NHS NORTH LINCOLNSHIRE CCG,2017-12-01,2077
03L,NHS ROTHERHAM CCG,2017-12-01,2802
03N,NHS SHEFFIELD CCG,2017-12-01,6776
03Q,NHS VALE OF YORK CCG,2017-12-01,3293
03R,NHS WAKEFIELD CCG,2017-12-01,4497
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2017-12-01,2594
04C,NHS LEICESTER CITY CCG,2017-12-01,2482
04V,NHS WEST LEICESTERSHIRE CCG,2017-12-01,3368
04Y,NHS CANNOCK CHASE CCG,2017-12-01,1518
05D,NHS EAST STAFFORDSHIRE CCG,2017-12-01,1014
05G,NHS NORTH STAFFORDSHIRE CCG,2017-12-01,1788
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2017-12-01,2849
05V,NHS STAFFORD AND SURROUNDS CCG,2017-12-01,1403
05W,NHS STOKE ON TRENT CCG,2017-12-01,2760
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2017-12-01,7039
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2017-12-01,3664
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2017-12-01,4088
06N,NHS HERTS VALLEYS CCG,2017-12-01,3067
06Q,NHS MID ESSEX CCG,2017-12-01,5034
06T,NHS NORTH EAST ESSEX CCG,2017-12-01,6091
07G,NHS THURROCK CCG,2017-12-01,1430
07H,NHS WEST ESSEX CCG,2017-12-01,2268
07K,NHS WEST SUFFOLK CCG,2017-12-01,2939
09D,NHS BRIGHTON AND HOVE CCG,2017-12-01,3891
10Q,NHS OXFORDSHIRE CCG,2017-12-01,3746
10R,NHS PORTSMOUTH CCG,2017-12-01,1986
11J,NHS DORSET CCG,2017-12-01,4832
11M,NHS GLOUCESTERSHIRE CCG,2017-12-01,7496
11N,NHS KERNOW CCG,2017-12-01,7476
11X,NHS SOMERSET CCG,2017-12-01,4743
12F,NHS WIRRAL CCG,2017-12-01,3405
13T,NHS NEWCASTLE GATESHEAD CCG,2017-12-01,9232
14L,NHS MANCHESTER CCG,2017-12-01,8160
14Y,NHS BUCKINGHAMSHIRE CCG,2017-12-01,960
15A,NHS BERKSHIRE WEST CCG,2017-12-01,3770
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2017-12-01,10242
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2017-12-01,9871
15F,NHS LEEDS CCG,2017-12-01,8099
15M,NHS DERBY AND DERBYSHIRE CCG,2017-12-01,6696
15N,NHS DEVON CCG,2017-12-01,15282
16C,NHS TEES VALLEY CCG,2017-12-01,11779
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2017-12-01,5969
26A,NHS NORFOLK AND WAVENEY CCG,2017-12-01,15644
27D,NHS CHESHIRE CCG,2017-12-01,7375
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2017-12-01,4595
36L,NHS SOUTH WEST LONDON CCG,2017-12-01,10754
42D,NHS NORTH YORKSHIRE CCG,2017-12-01,4417
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2017-12-01,8031
70F,NHS WEST SUSSEX CCG,2017-12-01,7083
71E,NHS LINCOLNSHIRE CCG,2017-12-01,13611
72Q,NHS SOUTH EAST LONDON CCG,2017-12-01,11954
78H,NHS NORTHAMPTONSHIRE CCG,2017-12-01,5441
84H,NHS COUNTY DURHAM CCG,2017-12-01,10012
91Q,NHS KENT AND MEDWAY CCG,2017-12-01,20121
92A,NHS SURREY HEARTLANDS CCG,2017-12-01,7431
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2017-12-01,8568
93C,NHS NORTH CENTRAL LONDON CCG,2017-12-01,5884
97R,NHS EAST SUSSEX CCG,2017-12-01,4847
99A,NHS LIVERPOOL CCG,2017-12-01,8128
99C,NHS NORTH TYNESIDE CCG,2017-12-01,3470
99E,NHS BASILDON AND BRENTWOOD CCG,2017-12-01,2665
99F,NHS CASTLE POINT AND ROCHFORD CCG,2017-12-01,1802
99G,NHS SOUTHEND CCG,2017-12-01,2129
A3A8R,NHS NORTH EAST LONDON CCG,2017-12-01,16391
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2017-12-01,6289
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2017-12-01,12366
D4U1Y,NHS FRIMLEY CCG,2017-12-01,4554
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2017-12-01,14440
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2017-12-01,4775
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2017-12-01,4425
W2U3Z,NHS NORTH WEST LONDON CCG,2017-12-01,17355
X2C4Y,NHS KIRKLEES CCG,2017-12-01,5555
00L,NHS NORTHUMBERLAND CCG,2018-01-01,4042
00N,NHS SOUTH TYNESIDE CCG,2018-01-01,2423
00P,NHS SUNDERLAND CCG,2018-01-01,5585
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-01-01,1666
00R,NHS BLACKPOOL CCG,2018-01-01,1665
00T,NHS BOLTON CCG,2018-01-01,4093
00V,NHS BURY CCG,2018-01-01,2155
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-01-01,1807
00Y,NHS OLDHAM CCG,2018-01-01,3413
01A,NHS EAST LANCASHIRE CCG,2018-01-01,3771
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-01-01,3107
01E,NHS GREATER PRESTON CCG,2018-01-01,2810
01F,NHS HALTON CCG,2018-01-01,2177
01G,NHS SALFORD CCG,2018-01-01,3718
01H,NHS NORTH CUMBRIA CCG,2018-01-01,3212
01J,NHS KNOWSLEY CCG,2018-01-01,3100
01K,NHS MORECAMBE BAY CCG,2018-01-01,3375
01T,NHS SOUTH SEFTON CCG,2018-01-01,2361
01V,NHS SOUTHPORT AND FORMBY CCG,2018-01-01,1731
01W,NHS STOCKPORT CCG,2018-01-01,3598
01X,NHS ST HELENS CCG,2018-01-01,3604
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-01-01,2443
02A,NHS TRAFFORD CCG,2018-01-01,3771
02E,NHS WARRINGTON CCG,2018-01-01,2552
02G,NHS WEST LANCASHIRE CCG,2018-01-01,1397
02H,NHS WIGAN BOROUGH CCG,2018-01-01,4608
02M,NHS FYLDE AND WYRE CCG,2018-01-01,2043
02P,NHS BARNSLEY CCG,2018-01-01,4351
02Q,NHS BASSETLAW CCG,2018-01-01,1700
02T,NHS CALDERDALE CCG,2018-01-01,2538
02X,NHS DONCASTER CCG,2018-01-01,3555
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-01-01,2759
03F,NHS HULL CCG,2018-01-01,3120
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-01-01,1484
03K,NHS NORTH LINCOLNSHIRE CCG,2018-01-01,2082
03L,NHS ROTHERHAM CCG,2018-01-01,2804
03N,NHS SHEFFIELD CCG,2018-01-01,6864
03Q,NHS VALE OF YORK CCG,2018-01-01,3323
03R,NHS WAKEFIELD CCG,2018-01-01,4807
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-01-01,2713
04C,NHS LEICESTER CITY CCG,2018-01-01,2726
04V,NHS WEST LEICESTERSHIRE CCG,2018-01-01,3521
04Y,NHS CANNOCK CHASE CCG,2018-01-01,1553
05D,NHS EAST STAFFORDSHIRE CCG,2018-01-01,1091
05G,NHS NORTH STAFFORDSHIRE CCG,2018-01-01,1853
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-01-01,2901
05V,NHS STAFFORD AND SURROUNDS CCG,2018-01-01,1463
05W,NHS STOKE ON TRENT CCG,2018-01-01,2758
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-01-01,7047
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-01-01,3799
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-01-01,4145
