row_id,row_name,date,items,quantity,quantity_per_item
02T,NHS CALDERDALE CCG,2018-05-01,2579,124928,48.44048080651415
02X,NHS DONCASTER CCG,2018-05-01,3635,190678,52.456121045392024
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-05-01,2713,150899,55.62071507556211
03F,NHS HULL CCG,2018-05-01,3138,139300,44.391332058636074
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-05-01,1596,76718,48.06892230576441
03K,NHS NORTH LINCOLNSHIRE CCG,2018-05-01,2282,121642,53.30499561787905
03L,NHS ROTHERHAM CCG,2018-05-01,2678,151154,56.44286781179985
03N,NHS SHEFFIELD CCG,2018-05-01,7013,298852,42.61400256666192
03Q,NHS VALE OF YORK CCG,2018-05-01,3541,181201,51.172267720982774
03R,NHS WAKEFIELD CCG,2018-05-01,4893,241287,49.31269160024525
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-05-01,2853,148626,52.094637223974765
04C,NHS LEICESTER CITY CCG,2018-05-01,2785,153577,55.144344703770194
04V,NHS WEST LEICESTERSHIRE CCG,2018-05-01,3725,195294,52.42791946308725
04Y,NHS CANNOCK CHASE CCG,2018-05-01,1604,92210,57.48753117206982
05D,NHS EAST STAFFORDSHIRE CCG,2018-05-01,1091,61886,56.72410632447296
05G,NHS NORTH STAFFORDSHIRE CCG,2018-05-01,1986,112950,56.873111782477345
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-05-01,2977,158401,53.20826335236816
05V,NHS STAFFORD AND SURROUNDS CCG,2018-05-01,1473,80738,54.81194840461643
05W,NHS STOKE ON TRENT CCG,2018-05-01,2987,160829,53.84298627385336
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-05-01,7417,366971,49.4770122691115
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-05-01,3866,187703,48.55225038799793
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-05-01,4401,219839,49.95205635082936
06N,NHS HERTS VALLEYS CCG,2018-05-01,3287,186408,56.71067843017949
06Q,NHS MID ESSEX CCG,2018-05-01,5139,247590,48.17863397548161
06T,NHS NORTH EAST ESSEX CCG,2018-05-01,6123,305668,49.921280418095705
07G,NHS THURROCK CCG,2018-05-01,1375,74838,54.42763636363637
07H,NHS WEST ESSEX CCG,2018-05-01,2477,121921,49.22123536536132
07K,NHS WEST SUFFOLK CCG,2018-05-01,3030,159809,52.74224422442244
09D,NHS BRIGHTON AND HOVE CCG,2018-05-01,3593,140863,39.20484274979126
10Q,NHS OXFORDSHIRE CCG,2018-05-01,4033,238201,59.062980411604265
10R,NHS PORTSMOUTH CCG,2018-05-01,2028,102465,50.52514792899408
11J,NHS DORSET CCG,2018-05-01,5077,333025,65.59483947212921
11M,NHS GLOUCESTERSHIRE CCG,2018-05-01,7527,306103,40.66733094194234
11N,NHS KERNOW CCG,2018-05-01,7634,357853,46.876211684569036
11X,NHS SOMERSET CCG,2018-05-01,5139,285488,55.553220470908734
12F,NHS WIRRAL CCG,2018-05-01,3511,191918,54.661919681002566
13T,NHS NEWCASTLE GATESHEAD CCG,2018-05-01,10103,367482,36.37355241017519
14L,NHS MANCHESTER CCG,2018-05-01,8970,400553,44.65473801560758
14Y,NHS BUCKINGHAMSHIRE CCG,2018-05-01,1106,70088,63.370705244122966
15A,NHS BERKSHIRE WEST CCG,2018-05-01,3918,233728,59.65492598264421
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-05-01,10824,449440,41.522542498152255
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-05-01,11075,671177,60.60288939051919
15F,NHS LEEDS CCG,2018-05-01,8187,405185,49.4912666422377
15M,NHS DERBY AND DERBYSHIRE CCG,2018-05-01,7219,417386,57.81770328300318
15N,NHS DEVON CCG,2018-05-01,16039,764518,47.66618866512875
16C,NHS TEES VALLEY CCG,2018-05-01,12448,551440,44.29948586118252
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-05-01,6224,317876,51.07262210796915
26A,NHS NORFOLK AND WAVENEY CCG,2018-05-01,16503,738148,44.72811004059868
27D,NHS CHESHIRE CCG,2018-05-01,7644,407988,53.37362637362637
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-05-01,5018,238663,47.5613790354723
36L,NHS SOUTH WEST LONDON CCG,2018-05-01,11796,514087,43.581468294337064
42D,NHS NORTH YORKSHIRE CCG,2018-05-01,4471,242996,54.3493625587117
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-05-01,8493,467775,55.0777110561639
70F,NHS WEST SUSSEX CCG,2018-05-01,7373,432022,58.59514444595145
71E,NHS LINCOLNSHIRE CCG,2018-05-01,14577,699127,47.96096590519311
72Q,NHS SOUTH EAST LONDON CCG,2018-05-01,12388,662180,53.453341943816596
78H,NHS NORTHAMPTONSHIRE CCG,2018-05-01,5699,268236,47.067204772767155
84H,NHS COUNTY DURHAM CCG,2018-05-01,10333,383203,37.085357592180394
91Q,NHS KENT AND MEDWAY CCG,2018-05-01,20792,1094830,52.65631011927665
92A,NHS SURREY HEARTLANDS CCG,2018-05-01,7958,463704,58.26891178688113
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-05-01,9067,424571,46.8259622807985
93C,NHS NORTH CENTRAL LONDON CCG,2018-05-01,6482,382909,59.0726627584079
97R,NHS EAST SUSSEX CCG,2018-05-01,5040,256179,50.829166666666666
99A,NHS LIVERPOOL CCG,2018-05-01,8968,413244,46.079839429081176
99C,NHS NORTH TYNESIDE CCG,2018-05-01,3691,141140,38.23895963153617
99E,NHS BASILDON AND BRENTWOOD CCG,2018-05-01,2899,181116,62.47533632286996
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-05-01,1928,117594,60.99273858921162
99G,NHS SOUTHEND CCG,2018-05-01,2187,122469,55.99862825788752
A3A8R,NHS NORTH EAST LONDON CCG,2018-05-01,17207,822868,47.821700470738655
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-05-01,6785,357375,52.671333824613114
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-05-01,13513,795295,58.854066454525274
D4U1Y,NHS FRIMLEY CCG,2018-05-01,4795,256127,53.41543274244004
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-05-01,15043,856775,56.95506215515522
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-05-01,5084,296807,58.380605822187256
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-05-01,4610,277923,60.28698481561822
W2U3Z,NHS NORTH WEST LONDON CCG,2018-05-01,18323,832137,45.414888391638925
X2C4Y,NHS KIRKLEES CCG,2018-05-01,6023,248632,41.2804250373568
00L,NHS NORTHUMBERLAND CCG,2018-06-01,4235,177542,41.92255017709563
00N,NHS SOUTH TYNESIDE CCG,2018-06-01,2332,92903,39.83833619210978
00P,NHS SUNDERLAND CCG,2018-06-01,5779,206362,35.70894618446098
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-06-01,1838,90495,49.235582154515775
00R,NHS BLACKPOOL CCG,2018-06-01,1701,76248,44.82539682539682
00T,NHS BOLTON CCG,2018-06-01,4222,203397,48.17550923732828
00V,NHS BURY CCG,2018-06-01,2212,117591,53.16048824593128
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-06-01,1790,98940,55.273743016759774
00Y,NHS OLDHAM CCG,2018-06-01,3516,183577,52.21188850967008
01A,NHS EAST LANCASHIRE CCG,2018-06-01,3846,206963,53.812532501300055
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-06-01,3074,172395,56.08165256994145
01E,NHS GREATER PRESTON CCG,2018-06-01,2645,122402,46.276748582230624
01F,NHS HALTON CCG,2018-06-01,2280,120114,52.68157894736842
01G,NHS SALFORD CCG,2018-06-01,3615,146756,40.59640387275242
01H,NHS NORTH CUMBRIA CCG,2018-06-01,3179,149987,47.180559924504564
01J,NHS KNOWSLEY CCG,2018-06-01,3046,153661,50.44681549573211
01K,NHS MORECAMBE BAY CCG,2018-06-01,3372,164968,48.922894424673785
01T,NHS SOUTH SEFTON CCG,2018-06-01,2515,125339,49.83658051689861
01V,NHS SOUTHPORT AND FORMBY CCG,2018-06-01,1755,88419,50.38119658119658
01W,NHS STOCKPORT CCG,2018-06-01,3534,177797,50.31041312959819
01X,NHS ST HELENS CCG,2018-06-01,3740,175660,46.967914438502675
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-06-01,2547,134371,52.75657636435022
02A,NHS TRAFFORD CCG,2018-06-01,3812,148997,39.086306400839455
02E,NHS WARRINGTON CCG,2018-06-01,2652,143544,54.126696832579185
02G,NHS WEST LANCASHIRE CCG,2018-06-01,1330,74646,56.12481203007519
02H,NHS WIGAN BOROUGH CCG,2018-06-01,4678,270021,57.72146216331766
02M,NHS FYLDE AND WYRE CCG,2018-06-01,2042,100383,49.159157688540645
02P,NHS BARNSLEY CCG,2018-06-01,4322,193956,44.87644608977325
02Q,NHS BASSETLAW CCG,2018-06-01,1715,88941,51.86064139941691
02T,NHS CALDERDALE CCG,2018-06-01,2576,130385,50.6152950310559
02X,NHS DONCASTER CCG,2018-06-01,3600,194773,54.103611111111114
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-06-01,2707,150936,55.75766531215368
03F,NHS HULL CCG,2018-06-01,3168,140595,44.37973484848485
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-06-01,1600,75736,47.335
03K,NHS NORTH LINCOLNSHIRE CCG,2018-06-01,2254,117273,52.02883762200533
03L,NHS ROTHERHAM CCG,2018-06-01,2804,157191,56.059557774607704
03N,NHS SHEFFIELD CCG,2018-06-01,6719,290201,43.191099866051495
03Q,NHS VALE OF YORK CCG,2018-06-01,3354,173206,51.64162194394753
03R,NHS WAKEFIELD CCG,2018-06-01,4627,227496,49.1670628917225
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-06-01,2865,153780,53.675392670157066
04C,NHS LEICESTER CITY CCG,2018-06-01,2881,158574,55.041305102395
04V,NHS WEST LEICESTERSHIRE CCG,2018-06-01,3714,197669,53.22267097469036
04Y,NHS CANNOCK CHASE CCG,2018-06-01,1644,99287,60.39355231143552
05D,NHS EAST STAFFORDSHIRE CCG,2018-06-01,1111,63826,57.44914491449145
05G,NHS NORTH STAFFORDSHIRE CCG,2018-06-01,1947,111122,57.07344632768361
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-06-01,2983,160765,53.893731143144485
05V,NHS STAFFORD AND SURROUNDS CCG,2018-06-01,1541,86623,56.21219987021415
05W,NHS STOKE ON TRENT CCG,2018-06-01,2943,160135,54.41216445803602
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-06-01,7399,366281,49.504122178672795
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-06-01,3948,188865,47.838145896656535
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-06-01,4370,221937,50.78649885583524
06N,NHS HERTS VALLEYS CCG,2018-06-01,3170,186290,58.76656151419559
06Q,NHS MID ESSEX CCG,2018-06-01,5129,247700,48.2940144277637
06T,NHS NORTH EAST ESSEX CCG,2018-06-01,6187,308566,49.87328268951026
07G,NHS THURROCK CCG,2018-06-01,1413,77200,54.63552724699222
07H,NHS WEST ESSEX CCG,2018-06-01,2422,121582,50.199009083402146
07K,NHS WEST SUFFOLK CCG,2018-06-01,2789,146723,52.60774471136608
09D,NHS BRIGHTON AND HOVE CCG,2018-06-01,3351,135422,40.41241420471501
10Q,NHS OXFORDSHIRE CCG,2018-06-01,3955,236866,59.89026548672567
10R,NHS PORTSMOUTH CCG,2018-06-01,1910,97269,50.926178010471205
11J,NHS DORSET CCG,2018-06-01,5124,331843,64.76249024199844
11M,NHS GLOUCESTERSHIRE CCG,2018-06-01,7349,292479,39.798475983126956
11N,NHS KERNOW CCG,2018-06-01,7527,354225,47.06058190514149
11X,NHS SOMERSET CCG,2018-06-01,5136,284075,55.31055295950156
12F,NHS WIRRAL CCG,2018-06-01,3551,193033,54.36018023092087
13T,NHS NEWCASTLE GATESHEAD CCG,2018-06-01,9779,351806,35.97566213314245
14L,NHS MANCHESTER CCG,2018-06-01,8645,389429,45.04673221515327
14Y,NHS BUCKINGHAMSHIRE CCG,2018-06-01,1080,70560,65.33333333333333
15A,NHS BERKSHIRE WEST CCG,2018-06-01,3775,229097,60.68794701986755
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-06-01,10842,443009,40.860450101457296
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-06-01,10639,651966,61.28075946987499
15F,NHS LEEDS CCG,2018-06-01,8032,402681,50.13458665338646
15M,NHS DERBY AND DERBYSHIRE CCG,2018-06-01,7190,419431,58.335326842837276
15N,NHS DEVON CCG,2018-06-01,15885,762207,47.982813975448536
16C,NHS TEES VALLEY CCG,2018-06-01,12295,545511,44.3685237901586
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-06-01,6153,308949,50.21111652852267
26A,NHS NORFOLK AND WAVENEY CCG,2018-06-01,15921,705220,44.29495634696313
27D,NHS CHESHIRE CCG,2018-06-01,7513,395551,52.64887528284307
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-06-01,4854,235854,48.58961681087763
36L,NHS SOUTH WEST LONDON CCG,2018-06-01,11576,514510,44.44626814098134
42D,NHS NORTH YORKSHIRE CCG,2018-06-01,4369,238188,54.51773861295491
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-06-01,8529,476653,55.8861531246336
70F,NHS WEST SUSSEX CCG,2018-06-01,7394,430228,58.18609683527184
71E,NHS LINCOLNSHIRE CCG,2018-06-01,14273,687922,48.197435717788835
72Q,NHS SOUTH EAST LONDON CCG,2018-06-01,12096,642538,53.11987433862434
78H,NHS NORTHAMPTONSHIRE CCG,2018-06-01,5833,275966,47.31116063775073
84H,NHS COUNTY DURHAM CCG,2018-06-01,10340,376428,36.405029013539654
91Q,NHS KENT AND MEDWAY CCG,2018-06-01,20589,1090146,52.947981932099665
92A,NHS SURREY HEARTLANDS CCG,2018-06-01,7832,454243,57.99834014300306
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-06-01,8779,412223,46.955575805900445
93C,NHS NORTH CENTRAL LONDON CCG,2018-06-01,6246,369290,59.12423951328851
97R,NHS EAST SUSSEX CCG,2018-06-01,5013,256100,51.08717334929184
99A,NHS LIVERPOOL CCG,2018-06-01,8760,403482,46.05958904109589
99C,NHS NORTH TYNESIDE CCG,2018-06-01,3603,136278,37.823480432972524
99E,NHS BASILDON AND BRENTWOOD CCG,2018-06-01,2736,167823,61.338815789473685
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-06-01,1849,109805,59.386154678204434
99G,NHS SOUTHEND CCG,2018-06-01,2139,116526,54.476858345021036
A3A8R,NHS NORTH EAST LONDON CCG,2018-06-01,17149,830716,48.44107528135751
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-06-01,6486,340037,52.426302806043786
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-06-01,13405,784208,58.501156284968296
D4U1Y,NHS FRIMLEY CCG,2018-06-01,4810,260165,54.08835758835759
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-06-01,14730,833537,56.5877121520706
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-06-01,5020,293876,58.54103585657371
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-06-01,4573,274687,60.06713317297179
W2U3Z,NHS NORTH WEST LONDON CCG,2018-06-01,18236,835402,45.81059442860276
X2C4Y,NHS KIRKLEES CCG,2018-06-01,5934,249962,42.12369396697
00L,NHS NORTHUMBERLAND CCG,2018-07-01,4350,181969,41.831954022988505
00N,NHS SOUTH TYNESIDE CCG,2018-07-01,2667,104891,39.32920884889389
00P,NHS SUNDERLAND CCG,2018-07-01,5781,202039,34.948797785850196
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-07-01,1860,91799,49.354301075268815
00R,NHS BLACKPOOL CCG,2018-07-01,1726,76892,44.549246813441485
00T,NHS BOLTON CCG,2018-07-01,4362,206088,47.24621733149931
00V,NHS BURY CCG,2018-07-01,2249,120317,53.497999110715874
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-07-01,1795,97685,54.420612813370475
00Y,NHS OLDHAM CCG,2018-07-01,3671,192790,52.51702533369654
01A,NHS EAST LANCASHIRE CCG,2018-07-01,3850,207662,53.93818181818182
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-07-01,3197,181669,56.82483578354707
01E,NHS GREATER PRESTON CCG,2018-07-01,2758,129804,47.06453952139231
01F,NHS HALTON CCG,2018-07-01,2217,117833,53.14975191700496
01G,NHS SALFORD CCG,2018-07-01,3900,158370,40.60769230769231
01H,NHS NORTH CUMBRIA CCG,2018-07-01,3230,151367,46.862848297213624
01J,NHS KNOWSLEY CCG,2018-07-01,3218,167989,52.202921068986946
01K,NHS MORECAMBE BAY CCG,2018-07-01,3504,176357,50.33019406392694
01T,NHS SOUTH SEFTON CCG,2018-07-01,2656,134204,50.528614457831324
01V,NHS SOUTHPORT AND FORMBY CCG,2018-07-01,1775,89619,50.48957746478873
01W,NHS STOCKPORT CCG,2018-07-01,3615,175957,48.67413554633472
01X,NHS ST HELENS CCG,2018-07-01,3775,179746,47.614834437086095
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-07-01,2440,122183,50.075
02A,NHS TRAFFORD CCG,2018-07-01,4026,156944,38.9826130153999
02E,NHS WARRINGTON CCG,2018-07-01,2656,141974,53.45406626506024
02G,NHS WEST LANCASHIRE CCG,2018-07-01,1480,82792,55.94054054054054
02H,NHS WIGAN BOROUGH CCG,2018-07-01,4676,265472,56.773310521813514
02M,NHS FYLDE AND WYRE CCG,2018-07-01,2145,106425,49.61538461538461
02P,NHS BARNSLEY CCG,2018-07-01,4358,192185,44.099357503441944
02Q,NHS BASSETLAW CCG,2018-07-01,1745,89673,51.388538681948425
02T,NHS CALDERDALE CCG,2018-07-01,2640,130214,49.323484848484846
02X,NHS DONCASTER CCG,2018-07-01,3593,194296,54.07625939326468
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-07-01,2821,151390,53.66536689117334
03F,NHS HULL CCG,2018-07-01,3245,139298,42.926964560862864
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-07-01,1607,77228,48.057249533291845
03K,NHS NORTH LINCOLNSHIRE CCG,2018-07-01,2272,121995,53.6949823943662
03L,NHS ROTHERHAM CCG,2018-07-01,2691,155491,57.78186547751765
03N,NHS SHEFFIELD CCG,2018-07-01,7016,299600,42.70239452679589
03Q,NHS VALE OF YORK CCG,2018-07-01,3412,179261,52.5383939038687
03R,NHS WAKEFIELD CCG,2018-07-01,4754,232816,48.97265460664703
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-07-01,2850,148293,52.03263157894737
04C,NHS LEICESTER CITY CCG,2018-07-01,2966,163271,55.047538772757925
04V,NHS WEST LEICESTERSHIRE CCG,2018-07-01,3621,189857,52.43220104943386
04Y,NHS CANNOCK CHASE CCG,2018-07-01,1596,96338,60.36215538847118
05D,NHS EAST STAFFORDSHIRE CCG,2018-07-01,1071,60830,56.79738562091503
05G,NHS NORTH STAFFORDSHIRE CCG,2018-07-01,1968,112817,57.32571138211382
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-07-01,2993,163264,54.548613431339795
05V,NHS STAFFORD AND SURROUNDS CCG,2018-07-01,1543,86545,56.08878807517822
05W,NHS STOKE ON TRENT CCG,2018-07-01,2985,160630,53.812395309882746
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-07-01,7507,376952,50.21340082589583
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-07-01,3916,187324,47.83554647599591
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-07-01,4355,222419,51.07210103329506
06N,NHS HERTS VALLEYS CCG,2018-07-01,3291,187838,57.07626861136433
06Q,NHS MID ESSEX CCG,2018-07-01,5251,254656,48.49666730146639
06T,NHS NORTH EAST ESSEX CCG,2018-07-01,6200,305301,49.24209677419355
07G,NHS THURROCK CCG,2018-07-01,1455,80229,55.14020618556701
07H,NHS WEST ESSEX CCG,2018-07-01,2433,117121,48.138512124948626
07K,NHS WEST SUFFOLK CCG,2018-07-01,2935,154322,52.57989778534923
09D,NHS BRIGHTON AND HOVE CCG,2018-07-01,3851,151158,39.251622955076606
10Q,NHS OXFORDSHIRE CCG,2018-07-01,4083,238516,58.41685035513103
10R,NHS PORTSMOUTH CCG,2018-07-01,2035,106990,52.57493857493858
11J,NHS DORSET CCG,2018-07-01,5112,335407,65.61169796557121
11M,NHS GLOUCESTERSHIRE CCG,2018-07-01,7488,316159,42.222088675213676
11N,NHS KERNOW CCG,2018-07-01,7628,360180,47.21814368117462
11X,NHS SOMERSET CCG,2018-07-01,5080,286292,56.35669291338583
12F,NHS WIRRAL CCG,2018-07-01,3569,193482,54.21182404034744
13T,NHS NEWCASTLE GATESHEAD CCG,2018-07-01,9862,357892,36.29000202798621
14L,NHS MANCHESTER CCG,2018-07-01,9044,407094,45.01260504201681
14Y,NHS BUCKINGHAMSHIRE CCG,2018-07-01,1122,73935,65.89572192513369
15A,NHS BERKSHIRE WEST CCG,2018-07-01,3953,238479,60.32861118138123
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-07-01,11186,454134,40.59842660468443
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-07-01,11026,666712,60.46725920551424
15F,NHS LEEDS CCG,2018-07-01,8358,408963,48.93072505384063
15M,NHS DERBY AND DERBYSHIRE CCG,2018-07-01,7415,430559,58.06594740391099
15N,NHS DEVON CCG,2018-07-01,16156,759159,46.98929190393662
16C,NHS TEES VALLEY CCG,2018-07-01,12555,552073,43.97236160892075
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-07-01,6343,313896,49.486993536181615
26A,NHS NORFOLK AND WAVENEY CCG,2018-07-01,16338,725053,44.37832047986289
27D,NHS CHESHIRE CCG,2018-07-01,7823,405445,51.827304103285186
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-07-01,4845,230577,47.590712074303404
36L,NHS SOUTH WEST LONDON CCG,2018-07-01,11533,518712,44.97632879562993
42D,NHS NORTH YORKSHIRE CCG,2018-07-01,4414,242118,54.852288173991845
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-07-01,8608,477536,55.47583643122677
70F,NHS WEST SUSSEX CCG,2018-07-01,7597,441401,58.102013952876135
71E,NHS LINCOLNSHIRE CCG,2018-07-01,14750,707349,47.95586440677966
72Q,NHS SOUTH EAST LONDON CCG,2018-07-01,12455,664994,53.39173022882377
78H,NHS NORTHAMPTONSHIRE CCG,2018-07-01,6003,282752,47.101782442112274
84H,NHS COUNTY DURHAM CCG,2018-07-01,10219,375470,36.74234269497994
91Q,NHS KENT AND MEDWAY CCG,2018-07-01,20825,1104130,53.019447779111644
92A,NHS SURREY HEARTLANDS CCG,2018-07-01,8023,465837,58.06269475258632
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-07-01,9134,426285,46.67013356689293
93C,NHS NORTH CENTRAL LONDON CCG,2018-07-01,6662,389546,58.47283098168718
97R,NHS EAST SUSSEX CCG,2018-07-01,5083,255875,50.339366515837106
99A,NHS LIVERPOOL CCG,2018-07-01,9154,419961,45.87732138955648
99C,NHS NORTH TYNESIDE CCG,2018-07-01,3687,138032,37.437483048548955
99E,NHS BASILDON AND BRENTWOOD CCG,2018-07-01,2778,171483,61.72894168466523
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-07-01,1861,113155,60.803331542181624
99G,NHS SOUTHEND CCG,2018-07-01,2204,117468,53.29764065335753
A3A8R,NHS NORTH EAST LONDON CCG,2018-07-01,17341,819284,47.245487572804336
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-07-01,6722,353575,52.59967271645343
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-07-01,13814,809189,58.57745765165774
D4U1Y,NHS FRIMLEY CCG,2018-07-01,4945,263250,53.2355915065723
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-07-01,15193,865325,56.95550582505101
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-07-01,5162,301849,58.47520340953119
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-07-01,4822,290295,60.202198257984236
W2U3Z,NHS NORTH WEST LONDON CCG,2018-07-01,18805,862663,45.87412922095187
X2C4Y,NHS KIRKLEES CCG,2018-07-01,6025,258452,42.89659751037345
00L,NHS NORTHUMBERLAND CCG,2018-08-01,4654,197042,42.3382036957456
00N,NHS SOUTH TYNESIDE CCG,2018-08-01,2415,97635,40.42857142857143
00P,NHS SUNDERLAND CCG,2018-08-01,6116,215649,35.25981033355134
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-08-01,2006,94546,47.13160518444666
00R,NHS BLACKPOOL CCG,2018-08-01,1798,80320,44.67185761957731
00T,NHS BOLTON CCG,2018-08-01,4468,213952,47.88540734109221
00V,NHS BURY CCG,2018-08-01,2428,126307,52.021004942339374
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-08-01,1928,106738,55.36203319502075
00Y,NHS OLDHAM CCG,2018-08-01,3647,191380,52.47600767754319
01A,NHS EAST LANCASHIRE CCG,2018-08-01,4043,218835,54.12688597576057
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-08-01,3379,189324,56.02959455460196
01E,NHS GREATER PRESTON CCG,2018-08-01,2720,127632,46.923529411764704
01F,NHS HALTON CCG,2018-08-01,2270,119439,52.616299559471365
01G,NHS SALFORD CCG,2018-08-01,4022,163014,40.530581800099455
01H,NHS NORTH CUMBRIA CCG,2018-08-01,3253,149979,46.10482631417153
01J,NHS KNOWSLEY CCG,2018-08-01,3270,169232,51.75290519877676
01K,NHS MORECAMBE BAY CCG,2018-08-01,3570,176213,49.3593837535014
01T,NHS SOUTH SEFTON CCG,2018-08-01,2701,138019,51.09922251018141
01V,NHS SOUTHPORT AND FORMBY CCG,2018-08-01,1901,96765,50.90215675960021
01W,NHS STOCKPORT CCG,2018-08-01,3623,183196,50.56472536571902
01X,NHS ST HELENS CCG,2018-08-01,3976,186408,46.883299798792756
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-08-01,2748,139223,50.66339155749636
02A,NHS TRAFFORD CCG,2018-08-01,4136,163349,39.49443907156673
02E,NHS WARRINGTON CCG,2018-08-01,2725,144180,52.91009174311927
02G,NHS WEST LANCASHIRE CCG,2018-08-01,1472,80293,54.546875
02H,NHS WIGAN BOROUGH CCG,2018-08-01,4885,279138,57.14186284544524
02M,NHS FYLDE AND WYRE CCG,2018-08-01,2233,111737,50.03896103896104
02P,NHS BARNSLEY CCG,2018-08-01,4636,200769,43.3065142364107
02Q,NHS BASSETLAW CCG,2018-08-01,1766,93938,53.1925254813137
02T,NHS CALDERDALE CCG,2018-08-01,2709,131986,48.72129937246216
